cgid,chr,pos,strand,Type,Islands_Name,Relation_to_Island,UCSC_RefGene_Name,UCSC_RefGene_Accession,UCSC_RefGene_Group
cg20058667,chr11,130298693,-,I,chr11:130297401-130298517,S_Shore,ADAMTS8,NM_007037,TSS200
cg20064047,chr1,155532716,+,I,chr1:155531914-155533280,Island,ASH1L;LOC645676,NM_018489;NR_027023,TSS1500;Body
cg20074371,chr3,31574495,+,I,chr3:31573302-31575282,Island,STT3B,NM_178862,1stExon
cg20085812,chr3,39149038,+,I,chr3:39148377-39149400,Island,GORASP1;GORASP1;TTC21A;TTC21A,NM_031899;NM_031899;NM_001105513;NM_145755,5'UTR;1stExon;TSS200;TSS200
cg20088535,chr4,128802013,+,I,chr4:128801886-128802696,Island,PLK4,NM_014264,TSS200
cg20089264,chr22,30234304,-,I,chr22:30233923-30234399,Island,ASCC2,NM_032204,TSS200
cg20090558,chr2,73403173,-,I,chr2:73402638-73404802,Island,,,
cg20091107,chr2,38604853,-,I,chr2:38603569-38604510,S_Shore,ATL2;ATL2;ATL2,NR_024191;NM_022374;NM_001135673,TSS1500;TSS1500;TSS1500
cg20093808,chr2,9563643,+,I,chr2:9563126-9564282,Island,ITGB1BP1;CPSF3;ITGB1BP1,NM_004763;NM_016207;NM_022334,TSS200;TSS1500;TSS200
cg20094282,chr17,79369258,-,I,chr17:79366806-79374742,Island,,,
cg20096481,chr8,87355098,-,I,chr8:87354544-87355446,Island,WWP1;WWP1,NM_007013;NM_007013,5'UTR;1stExon
cg20097650,chr2,120980838,+,I,chr2:120980332-120981451,Island,TMEM185B,NR_000034,Body
cg20098514,chr17,39845086,-,I,chr17:39844833-39845950,Island,EIF1,NM_005801,TSS200
cg20102397,chr11,73019677,+,I,chr11:73018452-73020563,Island,ARHGEF17;ARHGEF17,NM_014786;NM_014786,5'UTR;1stExon
cg20114781,chr15,43622253,-,I,chr15:43621830-43622953,Island,ADAL;LCMT2;ADAL,NM_001012969;NM_014793;NM_001159280,TSS1500;1stExon;TSS1500
cg20119495,chr11,792013,-,I,chr11:791953-792400,Island,SLC25A22,NM_024698,Body
cg20123915,chr15,44084562,-,I,chr15:44084144-44085272,Island,SERF2;SERF2,NM_001018108;NM_001018108,5'UTR;1stExon
cg20126521,chr3,131221830,+,I,chr3:131221604-131221888,Island,MRPL3,NM_007208,TSS200
cg20127549,chr11,118868876,-,I,chr11:118868641-118869204,Island,CCDC84;CCDC84,NM_198489;NM_198489,1stExon;5'UTR
cg20136444,chr3,183903974,-,I,chr3:183903386-183904495,Island,ABCF3;ABCF3,NM_018358;NM_018358,5'UTR;1stExon
cg20151670,chr8,82024462,-,I,chr8:82023855-82024483,Island,PAG1,NM_018440,TSS200
cg20154932,chr12,110888206,-,I,chr12:110887861-110888245,Island,ARPC3,NM_005719,TSS200
cg20161985,chr11,66112762,-,I,chr11:66112251-66112803,Island,BRMS1;BRMS1,NM_015399;NM_001024957,TSS200;TSS200
cg20185890,chr3,170588033,-,I,chr3:170587936-170588270,Island,RPL22L1;RPL22L1,NM_001099645;NM_001099645,1stExon;5'UTR
cg20199739,chr11,107730522,+,I,chr11:107728949-107729586,S_Shore,SLC35F2,NM_017515,TSS1500
cg20214692,chr10,1095144,+,I,chr10:1094337-1095594,Island,IDI1,NM_004508,TSS200
cg20216802,chr3,154797958,-,I,chr3:154797398-154797988,Island,MME;MME;MME;MME;MME,NM_007289;NM_007287;NM_007288;NM_007288;NM_000902,TSS200;5'UTR;1stExon;5'UTR;5'UTR
cg20216950,chr3,158519731,+,I,chr3:158519509-158520329,Island,MFSD1;MFSD1;MFSD1;MFSD1,NM_022736;NM_022736;NM_001167903;NM_001167903,5'UTR;1stExon;5'UTR;1stExon
cg20229339,chr7,74867602,+,I,chr7:74867531-74867901,Island,GATSL2,NM_001145064,TSS1500
cg20239099,chr1,233464033,+,I,chr1:233463526-233464414,Island,KIAA1804,NM_032435,1stExon
cg20239527,chr1,154580635,+,I,chr1:154580380-154580797,Island,ADAR;ADAR;ADAR;ADAR;ADAR;ADAR;ADAR,NM_001025107;NM_015840;NM_015841;NM_015840;NM_001111;NM_001111;NM_015841,5'UTR;5'UTR;5'UTR;1stExon;1stExon;5'UTR;1stExon
cg20241801,chr20,37555079,-,I,chr20:37554754-37555835,Island,FAM83D,NM_030919,1stExon
cg20243357,chr17,11924114,-,I,chr17:11923951-11924871,Island,MAP2K4,NM_003010,TSS200
cg20263098,chr7,107384567,+,I,chr7:107383657-107385021,Island,CBLL1;CBLL1;CBLL1,NM_024814;NR_024199;NM_024814,1stExon;Body;5'UTR
cg20264529,chr10,30638039,+,I,chr10:30637961-30638279,Island,MTPAP,NM_018109,Body
cg20275925,chr3,195164072,-,I,chr3:195162891-195164119,Island,ACAP2,NM_012287,TSS1500
cg20279673,chr22,17850431,+,I,chr22:17849474-17850733,Island,,,
cg20289346,chr17,37310500,+,I,chr17:37307498-37307775,S_Shelf,,,
cg20296524,chr1,234614614,+,I,chr1:234613936-234614972,Island,TARBP1,NM_005646,1stExon
cg20302139,chr1,44457700,+,I,chr1:44457150-44457772,Island,CCDC24,NM_152499,Body
cg20309358,chr15,66796969,-,I,,OpenSea,ZWILCH;SNORD18A;RPL4;ZWILCH,NM_017975;NR_002441;NM_000968;NR_003105,TSS1500;TSS1500;Body;TSS1500
cg20311037,chr1,173684561,+,II,chr1:173683985-173684403,S_Shore,KLHL20,NM_014458,5'UTR
cg20311251,chr10,105218160,-,I,chr10:105217966-105218287,Island,CALHM1,NM_001001412,1stExon
cg20321329,chr2,136743046,+,I,chr2:136742687-136743595,Island,DARS;DARS,NM_001349;NM_001349,1stExon;5'UTR
cg20338397,chr7,155916316,+,I,chr7:155915510-155915713,S_Shore,,,
cg20348895,chr7,76163353,-,I,,OpenSea,,,
cg20359237,chr2,216946680,+,I,chr2:216946324-216946734,Island,PECR;TMEM169;TMEM169;TMEM169;TMEM169;TMEM169;TMEM169;TMEM169;TMEM169,NM_018441;NM_001142310;NM_138390;NM_138390;NM_001142310;NM_001142311;NM_001142312;NM_001142311;NM_001142312,TSS200;1stExon;1stExon;5'UTR;5'UTR;1stExon;1stExon;5'UTR;5'UTR
cg20382344,chr1,204587945,-,I,,OpenSea,LRRN2;LRRN2,NM_006338;NM_201630,Body;Body
cg20384683,chr10,90640067,-,I,chr10:90639787-90640623,Island,STAMBPL1;STAMBPL1,NM_020799;NM_020799,1stExon;5'UTR
cg20387695,chr8,711085,-,I,,OpenSea,,,
cg20391764,chr2,192110565,-,I,chr2:192109828-192110940,Island,MYO1B;MYO1B;MYO1B,NM_012223;NM_001130158;NM_001161819,5'UTR;5'UTR;5'UTR
cg20401102,chr4,95372847,-,I,chr4:95372801-95373535,Island,PDLIM5;PDLIM5;PDLIM5;PDLIM5;PDLIM5,NM_006457;NR_024179;NM_001011513;NM_001011516;NM_001011515,TSS200;TSS200;TSS200;TSS200;TSS200
cg20401393,chr6,4135757,+,I,chr6:4135175-4136460,Island,PECI;PECI;PECI;PECI;PECI,NM_006117;NM_006117;NR_028588;NM_001166010;NM_206836,1stExon;5'UTR;Body;TSS200;1stExon
cg20406635,chr5,173739141,+,I,chr5:173738806-173739534,Island,,,
cg20407116,chr11,65029650,-,I,chr11:65029040-65029926,Island,POLA2;POLA2,NM_002689;NM_002689,5'UTR;1stExon
cg20423942,chr11,65479678,-,I,chr11:65479349-65480024,Island,KAT5;KAT5;KAT5;KAT5;KAT5;KAT5,NM_182709;NM_006388;NM_182710;NM_182709;NM_182710;NM_006388,1stExon;1stExon;5'UTR;5'UTR;1stExon;5'UTR
cg20442619,chr20,5093538,-,I,chr20:5093360-5094145,Island,C20orf30;C20orf30;C20orf30;C20orf30;C20orf30;C20orf30,NM_001009924;NM_014145;NM_001009924;NM_001009925;NM_014145;NM_001009923,5'UTR;1stExon;1stExon;5'UTR;5'UTR;Body
cg20447568,chr6,131384652,-,I,chr6:131383431-131384371,S_Shore,EPB41L2;EPB41L2;EPB41L2,NM_001135554;NM_001135555;NM_001431,TSS200;TSS1500;TSS200
cg20460797,chr4,4387917,-,I,chr4:4387593-4389919,Island,D4S234E;D4S234E,NM_001040101;NM_014392,TSS200;TSS200
cg20467755,chr19,49183887,-,I,chr19:49183498-49184167,Island,SEC1,NR_004401,Body
cg20468365,chr15,83419170,+,I,chr15:83419022-83419592,Island,,,
cg20469977,chr20,23402263,-,I,chr20:23401108-23402294,Island,NAPB,NM_022080,TSS200
cg20476801,chr6,131949468,+,I,chr6:131949087-131949552,Island,MED23;MED23,NM_004830;NM_015979,TSS200;TSS200
cg20481909,chr7,128577914,-,I,chr7:128577818-128578756,Island,IRF5;IRF5;IRF5;IRF5;IRF5;IRF5,NM_001098630;NM_032643;NM_002200;NM_001098628;NM_001098629;NM_001098631,TSS200;TSS1500;TSS200;TSS200;TSS200;TSS1500
cg20487025,chr17,61613121,-,I,chr17:61613060-61613302,Island,KCNH6;KCNH6,NM_030779;NM_173092,Body;Body
cg20491397,chr13,22177926,+,I,chr13:22177803-22178452,Island,EFHA1,NM_152726,Body
cg20497181,chr6,131456780,+,I,chr6:131456364-131457157,Island,,,
cg20510845,chr17,46688405,+,I,chr17:46687527-46688730,Island,HOXB7,NM_004502,TSS200
cg20511268,chr1,45805845,+,I,chr1:45805564-45805983,Island,MUTYH;MUTYH;MUTYH;TOE1;MUTYH;MUTYH;TOE1;MUTYH,NM_001048174;NM_012222;NM_001128425;NM_025077;NM_001048171;NM_001048173;NM_025077;NM_001048172,TSS1500;Body;Body;5'UTR;Body;TSS200;1stExon;TSS200
cg20516472,chr7,91808405,-,I,chr7:91808331-91808632,Island,,,
cg20517154,chr8,17658561,+,I,chr8:17658166-17659321,Island,MTUS1;MTUS1,NM_001001924;NM_001001925,TSS200;TSS200
cg20521125,chr10,103912151,-,I,chr10:103911696-103912546,Island,NOLC1;NOLC1,NM_004741;NM_004741,1stExon;5'UTR
cg20529489,chr11,3663532,-,I,chr11:3663052-3663802,Island,ART5;ART5;ART5,NM_053017;NM_001079536;NM_001079536,TSS200;1stExon;5'UTR
cg20530048,chr7,23221618,+,I,chr7:23221406-23221980,Island,NUPL2;NUPL2,NM_007342;NM_007342,1stExon;5'UTR
cg20532558,chr12,131159419,-,I,,OpenSea,,,
cg20548765,chr14,73360764,+,II,chr14:73358789-73360934,Island,DPF3,NM_012074,1stExon
cg20559000,chr15,74725593,-,I,chr15:74725323-74726487,Island,SEMA7A;SEMA7A;SEMA7A,NM_003612;NM_001146029;NM_001146030,Body;Body;5'UTR
cg20564458,chr20,33999865,-,I,,OpenSea,UQCC;UQCC,NM_018244;NM_199487,TSS200;TSS200
cg20564664,chr21,37432585,+,I,chr21:37432123-37433150,Island,SETD4;SETD4;SETD4,NM_001007259;NM_017438;NM_001007259,5'UTR;5'UTR;1stExon
cg20595046,chr2,29093178,-,I,chr2:29092728-29093439,Island,TRMT61B,NM_017910,TSS200
cg20596273,chr14,61788810,+,I,chr14:61787880-61789467,Island,PRKCH;PRKCH,NM_006255;NM_006255,5'UTR;1stExon
cg20596841,chr10,44101814,+,I,chr10:44101813-44102366,Island,ZNF485,NM_145312,TSS200
cg20604927,chr2,153575133,-,I,chr2:153573743-153575553,Island,ARL6IP6;ARL6IP6;ARL6IP6;PRPF40A,NM_152522;NM_152522;NR_024526;NM_017892,1stExon;5'UTR;Body;TSS1500
cg20607513,chr21,46708029,-,I,chr21:46707629-46708751,Island,POFUT2;POFUT2;LOC642852;POFUT2,NR_004858;NM_133635;NR_026943;NM_015227,TSS1500;TSS1500;Body;TSS1500
cg20616919,chr1,46663971,+,I,,OpenSea,POMGNT1;POMGNT1,NM_017739;NR_024332,5'UTR;Body
cg20621463,chr8,38854327,-,I,chr8:38853700-38855116,Island,ADAM9;TM2D2;ADAM9;TM2D2;ADAM9;ADAM9;TM2D2;TM2D2,NR_027638;NM_031940;NR_027878;NM_001024381;NR_027639;NM_003816;NM_078473;NM_001024380,TSS200;TSS1500;TSS200;TSS1500;TSS200;TSS200;TSS1500;TSS1500
cg20626645,chr3,53528846,+,I,chr3:53527927-53530106,Island,CACNA1D;CACNA1D;CACNA1D,NM_001128840;NM_001128839;NM_000720,TSS200;TSS200;TSS200
cg20629468,chr10,81664583,-,I,chr10:81664389-81665076,Island,,,
cg20631254,chr13,49550558,-,I,chr13:49549822-49551042,Island,FNDC3A,NM_001079673,5'UTR
cg20636319,chr19,13869945,+,I,chr19:13869717-13870085,Island,CCDC130,NM_030818,Body
cg20656637,chr5,52776630,+,I,chr5:52775533-52776645,Island,FST;FST,NM_013409;NM_006350,1stExon;1stExon
cg20664721,chr12,132195588,-,I,chr12:132195034-132196454,Island,SFRS8,NM_004592,TSS200
cg20669266,chr11,68080670,-,I,chr11:68080365-68080931,Island,LRP5,NM_002335,Body
cg20670302,chr18,43652172,-,I,chr18:43651796-43652455,Island,PSTPIP2;PSTPIP2,NM_024430;NM_024430,1stExon;5'UTR
cg20685020,chr1,44440676,-,I,chr1:44440142-44441256,Island,ATP6V0B;ATP6V0B;ATP6V0B;ATP6V0B,NM_004047;NM_001039457;NM_004047;NM_001039457,5'UTR;5'UTR;1stExon;1stExon
cg20688757,chr11,117198527,-,I,chr11:117198423-117198950,Island,CEP164,NM_014956,TSS200
cg20690303,chr4,17513834,+,I,chr4:17513309-17513981,Island,QDPR;QDPR,NM_000320;NM_000320,1stExon;5'UTR
cg20695057,chr1,224034220,+,I,chr1:224033085-224034263,Island,TP53BP2;TP53BP2,NM_001031685;NM_005426,TSS1500;TSS1500
cg20696912,chr3,183146011,+,I,chr3:183145427-183146790,Island,MCF2L2,NM_015078,TSS200
cg20713898,chr8,124780851,-,I,chr8:124780286-124781265,Island,FAM91A1,NM_144963,TSS200
cg20718816,chr14,75078842,+,I,chr14:75077317-75079596,Island,LTBP2;LTBP2,NM_000428;NM_000428,1stExon;5'UTR
cg20722436,chr18,11851297,+,I,chr18:11851209-11852122,Island,GNAL;GNAL;GNAL;CHMP1B,NM_001142339;NM_182978;NM_002071;NM_020412,Body;Body;Body;TSS200
cg20724189,chr2,85568918,-,I,,OpenSea,,,
cg20724681,chr4,99182416,-,I,chr4:99181509-99183199,Island,RAP1GDS1;RAP1GDS1;RAP1GDS1;RAP1GDS1;RAP1GDS1;RAP1GDS1,NM_001100427;NM_001100429;NM_001100430;NM_001100426;NM_001100428;NM_021159,TSS200;TSS200;TSS200;TSS200;TSS200;TSS200
cg20737072,chr19,5785252,-,I,chr19:5785399-5785819,N_Shore,PRR22;DUS3L;DUS3L;PRR22,NM_153359;NM_020175;NM_001161619;NM_001134316,TSS1500;Body;Body;TSS1500
cg20745431,chr1,27816632,+,I,chr1:27816342-27816853,Island,WASF2;WASF2,NM_006990;NM_006990,5'UTR;1stExon
cg20748194,chr8,145754561,+,I,chr8:145751955-145756326,Island,MGC70857,NM_001001795,TSS200
cg20787340,chr1,59250966,-,I,chr1:59247461-59250940,S_Shore,JUN,NM_002228,TSS1500
cg20789081,chr11,71814032,-,I,chr11:71814203-71814529,N_Shore,LRTOMT;LRTOMT;C11orf59;LRTOMT,NM_001145308;NM_001145309;NM_017907;NM_001145310,Body;Body;Body;Body
cg20792107,chr4,1243087,+,I,chr4:1241412-1244111,Island,C4orf42;CTBP1;CTBP1,NM_052861;NM_001012614;NM_001328,TSS1500;TSS200;TSS200
cg20792512,chr1,22469190,-,I,chr1:22468912-22470252,Island,WNT4,NM_030761,Body
cg20797740,chr17,45727226,-,I,chr17:45726673-45728222,Island,KPNB1,NM_002265,TSS200
cg20799816,chr18,21594185,-,I,chr18:21594013-21595464,Island,TTC39C;TTC39C;TTC39C,NR_024232;NM_153211;NM_001135993,TSS200;5'UTR;TSS200
cg20800597,chr2,207629975,-,I,chr2:207629878-207630160,Island,FASTKD2;MDH1B;FASTKD2;FASTKD2,NM_014929;NM_001039845;NM_001136194;NM_001136193,TSS200;1stExon;TSS200;TSS200
cg20808681,chr2,234160422,-,I,chr2:234160100-234160735,Island,ATG16L1;ATG16L1;ATG16L1;ATG16L1,NM_030803;NM_017974;NM_030803;NM_017974,1stExon;5'UTR;5'UTR;1stExon
cg20809693,chr1,25574374,-,I,chr1:25572966-25574521,Island,C1orf63,NM_020317,TSS1500
cg20816261,chr1,169455358,+,I,chr1:169454558-169455577,Island,SLC19A2,NM_006996,TSS200
cg20822109,chr3,183146412,-,I,chr3:183145427-183146790,Island,MCF2L2,NM_015078,TSS1500
cg20830389,chr12,105724410,-,I,chr12:105724272-105725052,Island,C12orf75,NM_001145199,TSS200
cg20845748,chr21,45719832,-,I,chr21:45719515-45720564,Island,PFKL;PFKL,NM_002626;NR_024108,TSS200;TSS200
cg20846212,chr1,236444798,+,I,chr1:236444603-236445700,Island,ERO1LB,NM_019891,Body
cg20855557,chr6,26056559,-,I,chr6:26056167-26056798,Island,HIST1H1C,NM_005319,1stExon
cg20876723,chr17,1619712,+,I,chr17:1619204-1620062,Island,WDR81;C17orf91;WDR81;C17orf91;C17orf91;C17orf91,NM_001163673;NR_028504;NM_152348;NR_028503;NR_028505;NR_028502,TSS200;TSS200;TSS200;TSS200;TSS200;TSS200
cg20944895,chr13,60971008,+,I,chr13:60970403-60972045,Island,TDRD3;TDRD3;TDRD3;TDRD3;TDRD3,NM_001146071;NM_030794;NM_030794;NM_001146071;NM_001146070,5'UTR;1stExon;5'UTR;1stExon;TSS1500
cg20946504,chr4,69215786,+,I,chr4:69215304-69215921,Island,YTHDC1;YTHDC1;YTHDC1;YTHDC1,NM_133370;NM_001031732;NM_133370;NM_001031732,1stExon;5'UTR;5'UTR;1stExon
cg20946600,chr2,27294721,-,I,chr2:27294139-27294915,Island,LOC100128731,NM_001134693,TSS200
cg20947113,chr7,26904440,+,I,chr7:26903869-26904753,Island,SKAP2,NM_003930,TSS200
cg20957648,chr5,108745953,+,I,chr5:108744926-108745640,S_Shore,PJA2,NM_014819,TSS1500
cg20961939,chr12,120536939,-,I,chr12:120536640-120536951,Island,RAB35;RAB35,NM_006861;NM_001167606,Body;Body
cg20964285,chr5,65892109,+,I,chr5:65891877-65893539,Island,MAST4;MAST4,NM_001164664;NM_198828,TSS200;TSS200
cg20966513,chr17,4736714,-,I,chr17:4736432-4737100,Island,MINK1;MINK1;MINK1;MINK1;MINK1;MINK1;MINK1;MINK1,NM_015716;NM_170663;NM_153827;NM_001024937;NM_153827;NM_170663;NM_001024937;NM_015716,1stExon;5'UTR;1stExon;5'UTR;5'UTR;1stExon;1stExon;5'UTR
cg21004366,chr13,20532920,-,I,chr13:20531548-20533630,Island,ZMYM2;ZMYM2;ZMYM2;ZMYM2,NM_197968;NM_003453;NM_197968;NM_003453,1stExon;5'UTR;5'UTR;1stExon
cg21007116,chr17,5342543,+,I,chr17:5342128-5342631,Island,C1QBP,NM_001212,TSS200
cg21012866,chr6,10747898,+,I,chr6:10747827-10748118,Island,TMEM14B;TMEM14B,NM_030969;NM_001127711,TSS200;TSS200
cg21023052,chr2,27009110,+,I,chr2:27008760-27009465,Island,CENPA;CENPA,NM_001042426;NM_001809,1stExon;1stExon
cg21025876,chr19,4008166,-,I,chr19:4007161-4008167,Island,PIAS4,NM_015897,Body
cg21039778,chr2,20866231,+,I,chr2:20865289-20867589,Island,GDF7,NM_182828,TSS200
cg21051375,chr12,99037948,+,I,chr12:99038272-99039483,N_Shore,IKBIP;APAF1;IKBIP;APAF1;APAF1;APAF1;IKBIP;APAF1,NM_201613;NM_181868;NM_201612;NM_001160;NM_181869;NM_181861;NM_153687;NM_013229,Body;TSS1500;Body;TSS1500;TSS1500;TSS1500;Body;TSS1500
cg21053051,chr19,16308931,+,I,chr19:16308557-16309313,Island,AP1M1;AP1M1,NM_032493;NM_001130524,Body;Body
cg21053602,chr15,55790509,-,I,chr15:55790301-55790754,Island,DYX1C1;DYX1C1;DYX1C1,NM_001033560;NM_001033559;NM_130810,Body;Body;Body
cg21054179,chr12,49412581,-,I,chr12:49412299-49412756,Island,PRKAG1;PRKAG1;PRKAG1;PRKAG1,NM_212461;NM_002733;NM_212461;NM_002733,1stExon;1stExon;5'UTR;5'UTR
cg21058927,chr4,103790056,+,I,chr4:103789994-103790510,Island,CISD2;UBE2D3;UBE2D3,NM_001008388;NM_181893;NM_181890,TSS200;TSS200;TSS200
cg21064939,chr6,134496060,+,I,chr6:134495939-134496958,Island,SGK1;SGK1;SGK1;SGK1,NM_001143676;NM_005627;NM_001143678;NM_001143677,Body;TSS200;Body;Body
cg21066448,chr20,60961605,-,I,chr20:60961570-60962753,Island,RPS21,NM_001024,TSS1500
cg21074433,chr12,58027055,-,I,chr12:58025661-58027056,Island,B4GALNT1,NM_001478,TSS200
cg21074810,chr11,77850809,+,I,chr11:77850482-77850845,Island,ALG8;ALG8,NM_001007027;NM_024079,TSS200;TSS200
cg21074855,chr18,20513759,-,I,chr18:20513119-20513857,Island,RBBP8;RBBP8;RBBP8,NM_203291;NM_203292;NM_002894,TSS200;TSS200;5'UTR
cg21078002,chr3,137893432,+,I,chr3:137893410-137893808,Island,DBR1,NM_016216,Body
cg21087962,chr3,160283382,+,I,chr3:160282505-160283874,Island,KPNA4,NM_002268,TSS200
cg21091119,chr6,18265099,-,I,chr6:18264139-18265100,Island,DEK;DEK,NM_003472;NM_001134709,TSS1500;TSS1500
cg21095379,chr5,138940602,-,I,chr5:138940584-138941792,Island,UBE2D2;UBE2D2,NM_181838;NM_003339,TSS200;TSS200
cg21099221,chr1,11120574,+,II,chr1:11119030-11120634,Island,SRM,NM_003132,TSS1500
cg21102926,chr6,3157124,+,I,chr6:3156959-3157167,Island,TUBB2A,NM_001069,Body
cg21107924,chr1,39457204,+,I,chr1:39456655-39457271,Island,AKIRIN1;AKIRIN1,NM_001136275;NM_024595,1stExon;1stExon
cg21109731,chr20,43104476,+,I,chr20:43104406-43104654,Island,TTPAL;TTPAL,NM_001039199;NM_024331,TSS200;TSS200
cg21117768,chr2,85829779,+,I,chr2:85829266-85830237,Island,TMEM150A;TMEM150A;TMEM150A;TMEM150A;TMEM150A,NM_001031738;NM_001031738;NM_153342;NM_153342;NR_033179,1stExon;5'UTR;5'UTR;1stExon;Body
cg21129365,chr7,100860935,-,I,chr7:100860297-100861029,Island,PLOD3;PLOD3;ZNHIT1,NM_001084;NM_001084;NM_006349,1stExon;5'UTR;TSS200
cg21131031,chr4,37455341,-,I,chr4:37455279-37455757,Island,C4orf19,NM_001104629,TSS1500
cg21141354,chr1,222988439,-,I,chr1:222988244-222988561,Island,,,
cg21145136,chr15,84116115,-,I,chr15:84115762-84116921,Island,SH3GL3;SH3GL3;SH3GL3,NR_026799;NM_003027;NM_003027,Body;1stExon;5'UTR
cg21149804,chr3,138313393,-,II,chr3:138312980-138313342,S_Shore,CEP70,NM_024491,TSS1500
cg21150486,chr8,26148993,+,I,chr8:26148757-26149453,Island,PPP2R2A,NM_002717,TSS200
cg21151883,chr4,7044737,-,I,chr4:7043808-7045732,Island,CCDC96;TADA2B,NM_153376;NM_152293,TSS200;TSS1500
cg21157115,chr9,33001303,-,II,chr9:33001216-33001668,Island,APTX;APTX,NM_175073;NM_175069,5'UTR;Body
cg21189099,chr17,19266143,+,I,chr17:19265403-19266444,Island,B9D1,NM_015681,TSS200
cg21192065,chr2,170683919,-,I,chr2:170683860-170684629,Island,UBR3,NM_172070,TSS200
cg21193440,chr19,796828,-,I,chr19:796506-798936,Island,PTBP1;PTBP1;PTBP1;PTBP1,NM_031990;NM_002819;NM_175847;NM_031991,TSS1500;TSS1500;TSS1500;TSS1500
cg21194015,chr5,133861720,+,I,chr5:133859942-133863428,Island,PHF15,NM_015288,TSS200
cg21194140,chr2,128568865,-,I,chr2:128568321-128569064,Island,WDR33;WDR33;WDR33,NM_001006622;NM_001006623;NM_018383,TSS200;TSS200;TSS200
cg21195414,chr6,53213871,-,I,chr6:53212617-53214043,Island,ELOVL5;ELOVL5,NM_021814;NM_021814,5'UTR;1stExon
cg21201435,chr9,108210605,-,I,chr9:108210085-108210753,Island,FSD1L;FSD1L;FSD1L,NM_031919;NM_207647;NM_001145313,Body;Body;Body
cg21203925,chr19,18682463,-,I,chr19:18682374-18683034,Island,UBA52;UBA52,NM_001033930;NM_003333,TSS200;TSS200
cg21205463,chr9,132258412,-,I,chr9:132258213-132259153,Island,,,
cg21223117,chr2,170590438,-,I,chr2:170590189-170590899,Island,KLHL23,NM_144711,5'UTR
cg21241850,chr9,117267672,-,I,chr9:117266468-117268094,Island,DFNB31;DFNB31,NM_015404;NM_015404,5'UTR;1stExon
cg21247472,chr2,219433603,-,I,chr2:219432767-219434061,Island,RQCD1;USP37,NM_005444;NM_020935,TSS200;TSS1500
cg21283714,chr1,205196967,+,I,chr1:205196791-205197252,Island,TMCC2,NM_014858,TSS200
cg21288729,chr13,41239152,+,I,chr13:41238500-41241750,Island,FOXO1,NM_002015,Body
cg21288778,chr18,268031,-,I,chr18:267710-268382,Island,THOC1;THOC1,NM_005131;NM_005131,1stExon;5'UTR
cg21291383,chr1,42800883,+,I,chr1:42800265-42801370,Island,FOXJ3;FOXJ3,NM_014947;NM_014947,1stExon;5'UTR
cg21335266,chr12,26278677,-,I,chr12:26278540-26279707,Island,BHLHE41,NM_030762,TSS1500
cg21353724,chr7,2303981,-,I,,OpenSea,SNX8,NM_013321,Body
cg21368865,chr20,5892073,-,I,chr20:5891878-5892417,Island,CHGB;CHGB,NM_001819;NM_001819,5'UTR;1stExon
cg21381360,chr12,92538746,-,I,chr12:92538710-92540333,Island,BTG1,NM_001731,Body
cg21383891,chr17,33569747,-,I,chr17:33569141-33570527,Island,SLFN5,NM_144975,TSS1500
cg21392845,chr17,7227224,-,I,chr17:7227416-7227698,N_Shore,NEURL4;NEURL4,NM_032442;NM_001005408,Body;Body
cg21394197,chr7,149535361,+,I,chr7:149535243-149536037,Island,ZNF862,NM_001099220,TSS200
cg21402272,chr1,46664269,-,I,,OpenSea,POMGNT1;POMGNT1,NR_024332;NM_017739,Body;TSS200
cg21417192,chr1,227058595,-,I,chr1:227058045-227058906,Island,PSEN2;PSEN2,NM_000447;NM_012486,5'UTR;5'UTR
cg21433332,chr7,44039592,+,I,,OpenSea,SPDYE1;POLR2J4,NM_175064;NR_003655,TSS1500;Body
cg21437208,chr17,79935213,-,I,chr17:79935137-79936051,Island,ASPSCR1,NM_024083,TSS1500
cg21439539,chr1,1342230,-,I,chr1:1342004-1342952,Island,MRPL20,NM_017971,Body
cg21449450,chr1,65720380,-,I,chr1:65720047-65720592,Island,,,
cg21454386,chr13,114292018,+,I,chr13:114292551-114292886,N_Shore,TFDP1;TFDP1,NR_026580;NM_007111,Body;Body
cg21458073,chr7,35840614,-,I,chr7:35840132-35841591,Island,SEPT7;SEPT7,NM_001011553;NM_001788,TSS200;TSS200
cg21465517,chr20,60961944,+,I,chr20:60961570-60962753,Island,RPS21,NM_001024,TSS200
cg21478140,chr17,79367615,+,I,chr17:79366806-79374742,Island,,,
cg21484174,chr15,40213270,-,I,chr15:40211961-40213444,Island,GPR176,NM_007223,TSS200
cg21487267,chr8,41386754,-,I,chr8:41386448-41386925,Island,GINS4;GINS4,NM_032336;NM_032336,5'UTR;1stExon
cg21494973,chr12,102091324,-,I,chr12:102091044-102092366,Island,CHPT1,NM_020244,TSS200
cg21504904,chr8,9911988,+,I,chr8:9911629-9912633,Island,MSRA;MSRA;MSRA;MSRA,NM_001135670;NM_001135670;NM_012331;NM_012331,1stExon;5'UTR;5'UTR;1stExon
cg21510910,chr12,107349537,-,I,chr12:107349152-107350089,Island,C12orf23,NM_152261,TSS200
cg21511817,chr17,46178927,+,I,chr17:46178149-46178943,Island,CBX1;CBX1,NM_001127228;NM_006807,TSS200;TSS1500
