"tissue","cgid","median","mean","var","sd","chr","pos","strand","Type","Islands_Name","Relation_to_Island","UCSC_RefGene_Name","UCSC_RefGene_Accession","UCSC_RefGene_Group"
"nasal","cg13049182",0.211,0.217,0.004,0.066,"chr3",181428579,"+","II","chr3:181430141-181431076","N_Shore","SOX2OT;SOX2","NR_004053;NM_003106","Body;TSS1500"
"nasal","cg13075600",0.909,0.902,0.002,0.041,"chr3",24537801,"+","II","chr3:24535844-24537436","S_Shore","THRB;THRB","NM_001128177;NM_000461","TSS1500;TSS1500"
"nasal","cg13154908",0.9,0.89,0.002,0.048,"chr3",178869001,"+","II","chr3:178866068-178866908","S_Shelf","PIK3CA","NM_006218","5'UTR"
"nasal","cg13237923",0.911,0.903,0.003,0.052,"chr3",47559074,"+","II","chr3:47554805-47555404","S_Shelf","","",""
"nasal","cg13321688",0.842,0.823,0.005,0.071,"chr3",125120406,"-","II","","OpenSea","","",""
"nasal","cg13592373",0.891,0.881,0.003,0.055,"chr3",115396096,"+","II","","OpenSea","GAP43;GAP43","NM_002045;NM_001130064","Body;Body"
"nasal","cg13760105",0.864,0.855,0.003,0.052,"chr3",88186980,"+","II","","OpenSea","ZNF654","NM_018293","TSS1500"
"nasal","cg14014950",0.912,0.89,0.009,0.095,"chr3",64125334,"-","II","","OpenSea","PRICKLE2","NM_198859","Body"
"nasal","cg14497255",0.91,0.899,0.002,0.047,"chr3",143127934,"-","II","","OpenSea","SLC9A9","NM_173653","Body"
"nasal","cg14852276",0.507,0.509,0.005,0.071,"chr3",197684729,"+","II","chr3:197686919-197687334","N_Shelf","IQCG","NM_032263","5'UTR"
"nasal","cg14976283",0.907,0.898,0.002,0.043,"chr3",99484879,"+","II","","OpenSea","COL8A1;MIR548G;COL8A1","NM_001850;NR_031662;NM_020351","5'UTR;Body;5'UTR"
"nasal","cg14983529",0.107,0.115,0.002,0.048,"chr3",168866814,"-","II","chr3:168867211-168867413","N_Shore","MECOM;MECOM","NM_004991;NM_001164000","Body;TSS1500"
"nasal","cg15053937",0.947,0.942,0.002,0.043,"chr3",61854534,"+","II","","OpenSea","PTPRG","NM_002841","Body"
"nasal","cg15423862",0.876,0.857,0.006,0.078,"chr3",155838109,"+","II","","OpenSea","KCNAB1","NM_172160","TSS1500"
"nasal","cg15975427",0.652,0.651,0.003,0.054,"chr3",14879372,"+","II","","OpenSea","FGD5","NM_152536","Body"
"nasal","cg15975443",0.902,0.897,0.002,0.043,"chr3",192551962,"-","II","","OpenSea","C3orf59","NM_178496","Body"
"nasal","cg16032408",0.074,0.084,0.002,0.041,"chr3",14466411,"+","II","","OpenSea","SLC6A6;SLC6A6;SLC6A6","NM_001134368;NM_001134367;NM_003043","5'UTR;5'UTR;5'UTR"
"nasal","cg16255307",0.843,0.822,0.006,0.079,"chr3",185271383,"-","II","","OpenSea","LIPH","NM_139248","TSS1500"
"nasal","cg16312512",0.916,0.908,0.002,0.04,"chr3",62228195,"-","II","","OpenSea","PTPRG","NM_002841","Body"
"nasal","cg16559634",0.932,0.922,0.002,0.046,"chr3",193865698,"+","II","","OpenSea","","",""
"nasal","cg16729794",0.858,0.843,0.004,0.062,"chr3",39509195,"-","II","","OpenSea","MOBP;MOBP;MOBP","NM_182935;NM_182935;NR_003090","5'UTR;1stExon;Body"
"nasal","cg16948053",0.04,0.044,0.001,0.037,"chr3",169386691,"-","II","chr3:169386268-169387187","Island","","",""
"nasal","cg17391508",0.614,0.609,0.003,0.052,"chr3",15143448,"-","II","chr3:15140035-15140890","S_Shelf","","",""
"nasal","cg17452365",0.905,0.893,0.002,0.047,"chr3",110918718,"-","II","","OpenSea","","",""
"nasal","cg17654261",0.934,0.91,0.004,0.065,"chr3",113554391,"+","II","chr3:113557568-113557800","N_Shelf","","",""
"nasal","cg17868772",0.882,0.872,0.003,0.051,"chr3",57313937,"-","II","","OpenSea","ASB14;ASB14","NM_130387;NM_001142733","TSS1500;Body"
"nasal","cg17883458",0.105,0.115,0.002,0.047,"chr3",137489767,"+","II","chr3:137489594-137491004","Island","","",""
"nasal","cg17903539",0.896,0.887,0.002,0.046,"chr3",192640945,"+","II","","OpenSea","","",""
"nasal","cg18011006",0.905,0.896,0.002,0.048,"chr3",12941522,"-","II","chr3:12940753-12941134","S_Shore","IQSEC1;IQSEC1","NM_001134382;NM_014869","3'UTR;Body"
"nasal","cg18030453",0.592,0.591,0.004,0.06,"chr3",45506216,"+","II","","OpenSea","LARS2","NM_015340","Body"
"nasal","cg18132405",0.931,0.921,0.004,0.062,"chr3",189840304,"+","II","chr3:189838080-189838879","S_Shore","LEPREL1;LEPREL1","NM_001134418;NM_018192","TSS200;TSS1500"
"nasal","cg18148179",0.232,0.238,0.004,0.066,"chr3",181428298,"-","II","chr3:181430141-181431076","N_Shore","SOX2OT;SOX2","NR_004053;NM_003106","Body;TSS1500"
"nasal","cg18276810",0.895,0.886,0.002,0.048,"chr3",41239573,"+","II","chr3:41240162-41241631","N_Shore","CTNNB1;CTNNB1;CTNNB1","NM_001904;NM_001098210;NM_001098209","TSS1500;TSS1500;TSS1500"
"nasal","cg18344769",0.874,0.862,0.003,0.053,"chr3",99397401,"-","II","","OpenSea","COL8A1;MIR548G;COL8A1","NM_001850;NR_031662;NM_020351","5'UTR;Body;5'UTR"
"nasal","cg18863486",0.839,0.83,0.004,0.06,"chr3",185444728,"-","II","","OpenSea","IGF2BP2;IGF2BP2","NM_001007225;NM_006548","Body;Body"
"nasal","cg19258425",0.159,0.166,0.004,0.065,"chr3",181428280,"+","II","chr3:181430141-181431076","N_Shore","SOX2OT;SOX2","NR_004053;NM_003106","Body;TSS1500"
"nasal","cg20381140",0.863,0.859,0.003,0.052,"chr3",126645244,"+","II","","OpenSea","CHCHD6","NM_032343","Body"
"nasal","cg20941737",0.889,0.88,0.003,0.051,"chr3",114790243,"+","II","","OpenSea","ZBTB20;ZBTB20;ZBTB20","NM_001164343;NM_015642;NM_001164343","1stExon;5'UTR;5'UTR"
"nasal","cg21379953",0.912,0.903,0.002,0.039,"chr3",7996139,"+","II","","OpenSea","","",""
"nasal","cg21523358",0.88,0.87,0.003,0.059,"chr3",63760841,"-","II","","OpenSea","","",""
"nasal","cg21640650",0.892,0.875,0.004,0.062,"chr3",124102766,"-","II","","OpenSea","KALRN;KALRN","NM_001024660;NM_003947","Body;Body"
"nasal","cg21762680",0.775,0.777,0.003,0.054,"chr3",195295723,"+","II","","OpenSea","APOD","NM_001647","3'UTR"
"nasal","cg21927365",0.928,0.925,0.002,0.042,"chr3",112741303,"+","II","chr3:112738244-112738653","S_Shelf","","",""
"nasal","cg22228457",0.89,0.878,0.003,0.051,"chr3",176095343,"+","II","","OpenSea","","",""
"nasal","cg23259477",0.831,0.824,0.004,0.063,"chr3",194103872,"+","II","","OpenSea","","",""
"nasal","cg23736989",0.92,0.914,0.001,0.036,"chr3",8979651,"+","II","","OpenSea","RAD18","NM_020165","Body"
"nasal","cg24637061",0.922,0.916,0.002,0.049,"chr3",140801747,"-","II","","OpenSea","SPSB4","NM_080862","Body"
"nasal","cg25182665",0.889,0.881,0.002,0.045,"chr3",137494958,"-","II","chr3:137489594-137491004","S_Shelf","","",""
"nasal","cg25421917",0.886,0.873,0.003,0.055,"chr3",72839466,"-","II","","OpenSea","SHQ1","NM_018130","Body"
"nasal","cg25423174",0.31,0.312,0.004,0.066,"chr3",12236303,"-","II","","OpenSea","","",""
"nasal","cg25445707",0.462,0.46,0.004,0.065,"chr3",46719086,"-","II","","OpenSea","ALS2CL;ALS2CL","NM_182775;NM_147129","TSS200;Body"
"nasal","cg25593022",0.887,0.875,0.003,0.058,"chr3",190294628,"-","II","","OpenSea","IL1RAP;IL1RAP;IL1RAP;IL1RAP;IL1RAP;IL1RAP","NM_001167930;NM_001167931;NM_134470;NM_001167928;NM_002182;NM_001167929","Body;Body;Body;Body;Body;Body"
"nasal","cg25724751",0.839,0.821,0.005,0.073,"chr3",59690178,"-","II","","OpenSea","","",""
"nasal","cg25960893",0.234,0.254,0.015,0.123,"chr3",181441680,"-","II","chr3:181444409-181445000","N_Shelf","SOX2OT","NR_004053","Body"
"nasal","cg26068215",0.898,0.892,0.002,0.041,"chr3",55050430,"+","II","","OpenSea","CACNA2D3","NM_018398","Body"
"nasal","cg26182497",0.877,0.86,0.004,0.064,"chr3",151055545,"+","II","","OpenSea","P2RY12;P2RY12;MED12L","NM_176876;NM_022788;NM_053002","3'UTR;3'UTR;Body"
"nasal","cg26269881",0.111,0.119,0.002,0.042,"chr3",5023310,"-","II","chr3:5024760-5024967","N_Shore","BHLHE40","NM_003670","Body"
"nasal","cg26344024",0.908,0.902,0.002,0.043,"chr3",71357195,"-","II","","OpenSea","FOXP1;FOXP1","NM_032682;NM_001012505","5'UTR;5'UTR"
"nasal","cg26366822",0.9,0.89,0.003,0.052,"chr3",75263619,"-","II","","OpenSea","","",""
"nasal","cg26375587",0.921,0.914,0.001,0.034,"chr3",112935078,"-","II","chr3:112930437-112931506","S_Shelf","BOC","NM_033254","5'UTR"
"nasal","cg27129020",0.896,0.886,0.002,0.049,"chr3",18002982,"+","II","","OpenSea","","",""
"nasal","cg27279968",0.906,0.896,0.002,0.045,"chr3",47164794,"-","II","","OpenSea","SETD2","NM_014159","Body"
"nasal","cg27622679",0.371,0.372,0.02,0.14,"chr3",181441978,"-","II","chr3:181444409-181445000","N_Shelf","SOX2OT","NR_004053","Body"
"nasal","ch.3.1765161F",0.087,0.095,0.001,0.034,"chr3",82258789,"+","II","","OpenSea","","",""
"nasal","ch.3.3486730F",0.089,0.098,0.001,0.038,"chr3",179275933,"+","II","","OpenSea","","",""
"nasal","cg00005817",0.859,0.847,0.004,0.059,"chr4",75168741,"-","II","","OpenSea","MTHFD2L","NM_001144978","3'UTR"
"nasal","cg01040779",0.91,0.9,0.003,0.057,"chr4",187629339,"+","II","","OpenSea","FAT1","NM_005245","Body"
"nasal","cg01322290",0.902,0.894,0.002,0.045,"chr4",40818120,"-","II","","OpenSea","APBB2;APBB2;APBB2;APBB2;APBB2;APBB2;APBB2","NM_004307;NM_001166052;NM_001166053;NM_001166050;NM_173075;NM_001166051;NM_001166054","Body;Body;Body;Body;Body;Body;Body"
"nasal","cg01326610",0.814,0.809,0.003,0.054,"chr4",875497,"-","II","chr4:875496-875896","Island","GAK","NM_005255","Body"
"nasal","cg01924320",0.902,0.891,0.003,0.05,"chr4",147364608,"-","II","","OpenSea","SLC10A7;SLC10A7","NM_001029998;NM_032128","Body;Body"
"nasal","cg02103647",0.851,0.837,0.003,0.057,"chr4",120568336,"-","II","","OpenSea","","",""
"nasal","cg02104700",0.036,0.047,0.001,0.035,"chr4",6698168,"-","II","","OpenSea","S100P","NM_005980","Body"
"nasal","cg02514721",0.938,0.933,0.001,0.038,"chr4",47427904,"+","II","chr4:47427692-47427905","Island","GABRB1","NM_000812","Body"
"nasal","cg02534459",0.893,0.881,0.003,0.055,"chr4",56839901,"+","II","","OpenSea","CEP135","NM_025009","Body"
"nasal","cg03264156",0.897,0.887,0.003,0.054,"chr4",1957837,"-","II","","OpenSea","WHSC1;WHSC1;WHSC1;WHSC1","NM_001042424;NM_133330;NM_133331;NM_133335","Body;Body;Body;Body"
"nasal","cg03385727",0.916,0.905,0.002,0.045,"chr4",153961048,"+","II","","OpenSea","","",""
"nasal","cg04173688",0.911,0.9,0.001,0.037,"chr4",1357523,"-","II","","OpenSea","KIAA1530","NM_020894","Body"
"nasal","cg04414629",0.899,0.888,0.002,0.045,"chr4",80329633,"-","II","","OpenSea","GK2","NM_033214","TSS1500"
"nasal","cg04476125",0.913,0.904,0.002,0.046,"chr4",81308403,"-","II","chr4:81307471-81307952","S_Shore","C4orf22","NM_152770","Body"
"nasal","cg04828587",0.91,0.899,0.002,0.05,"chr4",174251028,"-","II","chr4:174254683-174256538","N_Shelf","","",""
"nasal","cg06000781",0.919,0.913,0.001,0.036,"chr4",15703606,"+","II","chr4:15704640-15705000","N_Shore","BST1","NM_004334","TSS1500"
"nasal","cg06371582",0.317,0.316,0.003,0.054,"chr4",153601466,"+","II","","OpenSea","TMEM154","NM_152680","TSS1500"
"nasal","cg06439269",0.921,0.915,0.003,0.051,"chr4",2256756,"+","II","","OpenSea","MXD4","NM_006454","Body"
"nasal","cg07410217",0.908,0.898,0.002,0.042,"chr4",38153736,"-","II","","OpenSea","","",""
"nasal","cg07440648",0.905,0.894,0.003,0.055,"chr4",23236618,"+","II","","OpenSea","","",""
"nasal","cg08207566",0.867,0.857,0.004,0.06,"chr4",174086461,"-","II","chr4:174090074-174091423","N_Shelf","","",""
"nasal","cg08377000",0.751,0.746,0.005,0.069,"chr4",90033921,"+","II","chr4:90031904-90033005","S_Shore","TIGD2","NM_145715","TSS200"
"nasal","cg08889234",0.93,0.924,0.001,0.038,"chr4",37868470,"+","II","","OpenSea","","",""
"nasal","cg09528660",0.891,0.88,0.003,0.052,"chr4",89568662,"-","II","","OpenSea","HERC3","NM_014606","Body"
"nasal","cg09765258",0.896,0.887,0.002,0.047,"chr4",108815627,"-","II","","OpenSea","SGMS2;SGMS2;SGMS2","NM_001136258;NM_001136257;NM_152621","5'UTR;5'UTR;5'UTR"
"nasal","cg09807643",0.79,0.781,0.005,0.068,"chr4",1562946,"-","II","","OpenSea","","",""
"nasal","cg10096405",0.795,0.788,0.003,0.053,"chr4",1208301,"-","II","chr4:1209765-1210193","N_Shore","CTBP1;CTBP1","NM_001328;NM_001012614","Body;Body"
"nasal","cg10466968",0.891,0.879,0.003,0.055,"chr4",109890515,"+","II","","OpenSea","COL25A1;COL25A1","NM_198721;NM_032518","Body;Body"
"nasal","cg10592446",0.088,0.095,0.001,0.034,"chr4",156874415,"-","II","chr4:156874740-156875083","N_Shore","CTSO","NM_001334","Body"
"nasal","cg11000521",0.853,0.841,0.003,0.055,"chr4",142652413,"+","II","","OpenSea","IL15;IL15","NM_000585;NM_172174","Body;Body"
"nasal","cg11044011",0.846,0.838,0.003,0.058,"chr4",3315040,"+","II","chr4:3318577-3319128","N_Shelf","RGS12;RGS12","NM_198229;NM_002926","TSS1500;TSS1500"
"nasal","cg11382761",0.921,0.904,0.004,0.066,"chr4",41031037,"+","II","","OpenSea","APBB2;APBB2;APBB2","NM_004307;NM_001166050;NM_173075","Body;Body;Body"
"nasal","cg11401606",0.905,0.896,0.002,0.044,"chr4",16171610,"+","II","","OpenSea","TAPT1","NM_153365","Body"
"nasal","cg11677212",0.916,0.908,0.002,0.041,"chr4",183089187,"+","II","","OpenSea","MIR1305","NR_031640","TSS1500"
"nasal","cg12219496",0.925,0.918,0.002,0.047,"chr4",85604949,"+","II","","OpenSea","WDFY3;WDFY3","NM_178585;NM_014991","TSS1500;Body"
"nasal","cg12931642",0.812,0.802,0.004,0.061,"chr4",188256708,"+","II","","OpenSea","","",""
"nasal","cg13491848",0.818,0.797,0.006,0.075,"chr4",120991796,"-","II","chr4:120987617-120988156","S_Shelf","","",""
"nasal","cg13572260",0.754,0.753,0.003,0.052,"chr4",3391495,"+","II","","OpenSea","RGS12;RGS12;RGS12","NM_198229;NM_198227;NM_002926","Body;Body;Body"
"nasal","cg13809270",0.734,0.73,0.003,0.051,"chr4",830645,"-","II","chr4:828148-828360","S_Shelf","","",""
"nasal","cg13883590",0.952,0.949,0.001,0.036,"chr4",1952852,"+","II","","OpenSea","WHSC1;WHSC1;WHSC1;WHSC1","NM_001042424;NM_133330;NM_133331;NM_133335","Body;Body;Body;Body"
"nasal","cg14153118",0.925,0.918,0.002,0.04,"chr4",2344249,"+","II","chr4:2341195-2341569","S_Shelf","ZFYVE28","NM_020972","Body"
"nasal","cg14209186",0.81,0.792,0.006,0.076,"chr4",38980960,"+","II","","OpenSea","TMEM156","NM_024943","Body"
"nasal","cg14577840",0.878,0.87,0.003,0.051,"chr4",16257979,"-","II","chr4:16257947-16258227","Island","FLJ39653;FLJ39653","NR_027697;NR_027696","Body;Body"
"nasal","cg14825033",0.851,0.841,0.003,0.052,"chr4",123069718,"+","II","chr4:123073394-123073776","N_Shelf","","",""
"nasal","cg15286016",0.892,0.885,0.002,0.049,"chr4",165980278,"+","II","","OpenSea","TRIM75","NM_001105575","TSS200"
"nasal","cg15348028",0.756,0.742,0.003,0.059,"chr4",629434,"+","II","","OpenSea","PDE6B;PDE6B","NM_000283;NM_001145291","Body;Body"
"nasal","cg16055817",0.875,0.862,0.005,0.068,"chr4",160277110,"-","II","","OpenSea","RAPGEF2","NM_014247","Body"
"nasal","cg16376373",0.928,0.918,0.002,0.048,"chr4",23268516,"-","II","","OpenSea","","",""
"nasal","cg16568467",0.882,0.871,0.003,0.052,"chr4",88733182,"+","II","","OpenSea","IBSP","NM_004967","3'UTR"
"nasal","cg17447147",0.088,0.096,0.001,0.035,"chr4",68411518,"+","II","chr4:68410993-68411492","S_Shore","CENPC1","NM_001812","TSS1500"
"nasal","cg17864469",0.894,0.886,0.002,0.045,"chr4",77877357,"-","II","","OpenSea","SEPT11","NM_018243","Body"
"nasal","cg18186914",0.91,0.904,0.002,0.043,"chr4",161327946,"-","II","","OpenSea","","",""
"nasal","cg18436827",0.896,0.885,0.003,0.056,"chr4",106642639,"+","II","","OpenSea","GSTCD;GSTCD","NM_024751;NM_001031720","Body;Body"
"nasal","cg18463371",0.913,0.903,0.002,0.042,"chr4",155334071,"-","II","chr4:155337896-155338253","N_Shelf","DCHS2","NM_001142552","Body"
"nasal","cg19125277",0.877,0.867,0.003,0.053,"chr4",109097522,"-","II","chr4:109093038-109094546","S_Shelf","LOC641518;LOC641518","NR_029373;NR_029374","Body;Body"
"nasal","cg19125577",0.917,0.911,0.001,0.036,"chr4",184931728,"+","II","","OpenSea","STOX2","NM_020225","Body"
"nasal","cg19407889",0.915,0.909,0.002,0.043,"chr4",82340537,"-","II","","OpenSea","","",""
"nasal","cg19654142",0.82,0.812,0.004,0.062,"chr4",3478064,"+","II","chr4:3475058-3475360","S_Shelf","DOK7;DOK7","NM_173660;NM_001164673","Body;Body"
"nasal","cg20002207",0.856,0.839,0.004,0.063,"chr4",57957811,"-","II","","OpenSea","IGFBP7","NM_001553","Body"
"nasal","cg20287119",0.906,0.899,0.002,0.043,"chr4",435398,"+","II","","OpenSea","ZNF721;ABCA11P","NM_133474;NR_002451","3'UTR;Body"
"nasal","cg20778600",0.918,0.909,0.001,0.037,"chr4",152090378,"-","II","","OpenSea","SH3D19;SH3D19;SH3D19","NM_001128924;NM_001128923;NM_001009555","Body;Body;Body"
"nasal","cg21096141",0.892,0.881,0.002,0.048,"chr4",83627633,"-","II","","OpenSea","SCD5;SCD5","NM_001037582;NM_024906","Body;Body"
"nasal","cg21609808",0.892,0.885,0.002,0.05,"chr4",125404261,"-","II","","OpenSea","","",""
"nasal","cg21956614",0.18,0.186,0.005,0.068,"chr4",129439073,"+","II","","OpenSea","","",""
"nasal","cg21966319",0.892,0.881,0.003,0.056,"chr4",169543126,"+","II","","OpenSea","PALLD;PALLD","NM_016081;NM_001166108","Body;Body"
"nasal","cg22869818",0.913,0.902,0.003,0.051,"chr4",182714319,"+","II","","OpenSea","","",""
"nasal","cg22878084",0.886,0.874,0.003,0.055,"chr4",183478388,"+","II","","OpenSea","ODZ3","NM_001080477","Body"
"nasal","cg22927494",0.871,0.857,0.004,0.061,"chr4",165735975,"+","II","","OpenSea","","",""
"nasal","cg22993937",0.884,0.875,0.003,0.055,"chr4",8477915,"+","II","","OpenSea","C4orf23","NM_152544","3'UTR"
"nasal","cg23999526",0.851,0.834,0.004,0.065,"chr4",53922057,"-","II","","OpenSea","SCFD2","NM_152540","Body"
"nasal","cg24226891",0.94,0.937,0.002,0.04,"chr4",979331,"+","II","chr4:980603-981248","N_Shore","SLC26A1;IDUA","NM_134425;NM_000203","Body;TSS1500"
"nasal","cg24688977",0.887,0.881,0.004,0.064,"chr4",147366592,"+","II","","OpenSea","SLC10A7;SLC10A7","NM_001029998;NM_032128","Body;Body"
"nasal","cg24821941",0.883,0.87,0.003,0.053,"chr4",71457332,"-","II","","OpenSea","AMBN","NM_016519","TSS1500"
"nasal","cg24939380",0.846,0.831,0.004,0.062,"chr4",84189574,"+","II","","OpenSea","COQ2","NM_015697","Body"
"nasal","cg25289845",0.807,0.781,0.009,0.094,"chr4",108132316,"-","II","","OpenSea","","",""
"nasal","cg25291311",0.853,0.837,0.005,0.067,"chr4",75565771,"+","II","","OpenSea","","",""
"nasal","cg25398112",0.91,0.906,0.001,0.036,"chr4",8433065,"-","II","chr4:8429929-8430441","S_Shelf","ACOX3;ACOX3","NM_003501;NM_001101667","5'UTR;5'UTR"
"nasal","cg25642184",0.746,0.742,0.004,0.063,"chr4",3742095,"+","II","chr4:3742092-3742358","Island","","",""
"nasal","cg26686932",0.885,0.873,0.002,0.05,"chr4",47982821,"-","II","","OpenSea","CNGA1;CNGA1","NM_001142564;NM_000087","5'UTR;5'UTR"
"nasal","cg26723624",0.922,0.917,0.002,0.042,"chr4",53700940,"+","II","","OpenSea","","",""
"nasal","cg27130508",0.916,0.898,0.003,0.055,"chr4",56978667,"+","II","","OpenSea","","",""
"nasal","cg27227909",0.908,0.9,0.002,0.042,"chr4",110932718,"+","II","","OpenSea","EGF","NM_001963","3'UTR"
"nasal","cg27653165",0.819,0.806,0.004,0.066,"chr4",114794244,"-","II","","OpenSea","","",""
"nasal","cg00874891",0.749,0.739,0.005,0.074,"chr5",134361983,"-","II","chr5:134363092-134365146","N_Shore","","",""
"nasal","cg01213651",0.905,0.895,0.002,0.048,"chr5",165085761,"+","II","","OpenSea","","",""
"nasal","cg01220655",0.802,0.787,0.005,0.068,"chr5",180056522,"+","II","chr5:180055849-180056126","S_Shore","FLT4;FLT4","NM_002020;NM_182925","Body;Body"
"nasal","cg01761618",0.901,0.893,0.002,0.041,"chr5",96002755,"-","II","chr5:95997717-95999117","S_Shelf","CAST;CAST;CAST;CAST;CAST","NM_001750;NM_001042441;NM_173063;NM_001042440;NM_001042442","Body;Body;Body;Body;Body"
"nasal","cg01779806",0.908,0.895,0.003,0.051,"chr5",160279389,"-","II","","OpenSea","ATP10B","NM_025153","TSS200"
"nasal","cg01875784",0.208,0.242,0.013,0.114,"chr5",1874703,"-","II","chr5:1874907-1879032","N_Shore","","",""
"nasal","cg02036430",0.874,0.861,0.003,0.056,"chr5",80992249,"+","II","","OpenSea","SSBP2","NM_012446","Body"
"nasal","cg02268370",0.918,0.912,0.001,0.035,"chr5",37211096,"+","II","chr5:37209072-37209461","S_Shore","C5orf42","NM_023073","Body"
"nasal","cg02279591",0.9,0.89,0.002,0.049,"chr5",94989328,"-","II","","OpenSea","RFESD;RFESD;RFESD","NM_001131065;NM_001131066;NM_173362","Body;Body;5'UTR"
"nasal","cg02979839",0.745,0.743,0.004,0.06,"chr5",176957063,"-","II","chr5:176958301-176958517","N_Shore","FAM193B;FAM193B","NM_019057;NR_024019","Body;Body"
"nasal","cg03398865",0.278,0.291,0.004,0.064,"chr5",1879554,"+","II","chr5:1879689-1879928","N_Shore","IRX4","NM_016358","Body"
"nasal","cg04239786",0.926,0.921,0.002,0.041,"chr5",44316088,"-","II","","OpenSea","FGF10","NM_004465","Body"
"nasal","cg04529658",0.899,0.889,0.002,0.046,"chr5",114598980,"+","II","chr5:114598301-114598657","S_Shore","PGGT1B","NM_005023","TSS1500"
"nasal","cg04635983",0.288,0.303,0.006,0.076,"chr5",3602558,"+","II","chr5:3594467-3603054","Island","","",""
"nasal","cg05631625",0.929,0.925,0.001,0.038,"chr5",135419019,"-","II","chr5:135415069-135415307","S_Shelf","","",""
"nasal","cg06552771",0.906,0.897,0.002,0.041,"chr5",137683068,"-","II","chr5:137681061-137681274","S_Shore","FAM53C;FAM53C","NM_016605;NM_001135647","3'UTR;3'UTR"
"nasal","cg06733608",0.92,0.913,0.001,0.038,"chr5",10692764,"+","II","","OpenSea","DAP","NM_004394","Body"
"nasal","cg06875832",0.879,0.867,0.003,0.052,"chr5",178980927,"-","II","chr5:178977298-178978291","S_Shelf","RUFY1","NM_025158","Body"
"nasal","cg06885189",0.09,0.098,0.002,0.04,"chr5",145236203,"-","II","","OpenSea","","",""
"nasal","cg06984201",0.923,0.916,0.001,0.037,"chr5",1510512,"+","II","","OpenSea","LPCAT1","NM_024830","Body"
"nasal","cg07397189",0.895,0.884,0.002,0.047,"chr5",126300209,"-","II","","OpenSea","MARCH3","NM_178450","5'UTR"
"nasal","cg07719674",0.932,0.926,0.002,0.041,"chr5",1706317,"+","II","chr5:1702285-1702578","S_Shelf","","",""
"nasal","cg08322194",0.509,0.507,0.003,0.055,"chr5",176292607,"-","II","chr5:176296541-176296933","N_Shelf","UNC5A","NM_133369","Body"
"nasal","cg08956008",0.815,0.804,0.005,0.068,"chr5",180661535,"+","II","chr5:180661182-180661555","Island","TRIM41;TRIM41","NM_201627;NM_033549","Body;Body"
"nasal","cg09159821",0.894,0.882,0.003,0.056,"chr5",146937183,"-","II","","OpenSea","","",""
"nasal","cg09686013",0.844,0.837,0.003,0.059,"chr5",167729523,"+","II","","OpenSea","WWC1;WWC1;WWC1","NM_001161662;NM_015238;NM_001161661","Body;Body;Body"
"nasal","cg10672125",0.91,0.903,0.001,0.036,"chr5",178511373,"-","II","","OpenSea","","",""
"nasal","cg11100157",0.753,0.737,0.008,0.087,"chr5",16738049,"+","II","","OpenSea","MYO10","NM_012334","Body"
"nasal","cg11246233",0.891,0.882,0.002,0.048,"chr5",61028854,"-","II","","OpenSea","","",""
"nasal","cg11576118",0.925,0.912,0.003,0.058,"chr5",1938569,"-","II","","OpenSea","","",""
"nasal","cg11926012",0.898,0.892,0.002,0.043,"chr5",115299828,"+","II","chr5:115297607-115298093","S_Shore","LVRN","NM_173800","Body"
"nasal","cg11963365",0.529,0.53,0.003,0.058,"chr5",141320784,"-","II","","OpenSea","KIAA0141;KIAA0141","NM_001142603;NM_014773","3'UTR;3'UTR"
"nasal","cg12290311",0.887,0.861,0.005,0.07,"chr5",39424119,"+","II","chr5:39424892-39425320","N_Shore","DAB2","NM_001343","5'UTR"
"nasal","cg12316142",0.911,0.904,0.001,0.038,"chr5",146790205,"+","II","","OpenSea","DPYSL3","NM_001387","Body"
"nasal","cg12466613",0.868,0.851,0.003,0.059,"chr5",142815469,"+","II","","OpenSea","NR3C1;NR3C1;NR3C1","NM_001018074;NM_001018075;NM_001018077","TSS1500;TSS1500;TSS1500"
"nasal","cg13370819",0.666,0.656,0.004,0.062,"chr5",176930735,"-","II","chr5:176931110-176931401","N_Shore","DOK3;DOK3","NM_001144876;NM_001144875","Body;Body"
"nasal","cg15122603",0.811,0.797,0.004,0.067,"chr5",157115228,"-","II","chr5:157117149-157118379","N_Shore","","",""
"nasal","cg15901722",0.176,0.179,0.003,0.054,"chr5",175974973,"-","II","chr5:175969749-175971053","S_Shelf","PCDH24","NM_017675","TSS1500"
"nasal","cg16016716",0.819,0.807,0.006,0.075,"chr5",1073470,"-","II","chr5:1073560-1074023","N_Shore","SLC12A7","NM_006598","Body"
"nasal","cg16509061",0.813,0.799,0.004,0.06,"chr5",1269309,"-","II","chr5:1270778-1271101","N_Shore","TERT;TERT","NM_198255;NM_198253","Body;Body"
"nasal","cg16548961",0.194,0.196,0.003,0.055,"chr5",176928448,"+","II","chr5:176931110-176931401","N_Shelf","","",""
"nasal","cg16646054",0.323,0.34,0.005,0.068,"chr5",150157726,"+","II","chr5:150158223-150158654","N_Shore","C5orf62","NM_032947","TSS200"
"nasal","cg16656939",0.925,0.919,0.002,0.039,"chr5",178088836,"-","II","","OpenSea","","",""
"nasal","cg16662041",0.866,0.848,0.005,0.069,"chr5",64398330,"-","II","chr5:64398699-64399216","N_Shore","","",""
